y
1.7794807
1.7795157
1.7794703
1.7795033
1.7795193
1.7795272
1.7794979
1.779466
1.7794962
1.7795129
1.7795204
1.77952
1.7795075
1.779508
1.779507
1.7795093
1.7794915
1.7794914
1.7794933
1.7795124
1.7795589
1.7794935
1.7794626
1.7795038
1.7794746
1.779491
1.7794642
1.7794802
1.7795507
1.7794939
1.7795187
1.7794967
1.7794975
1.7795061
1.7794803
1.7794968
1.7795166
1.7795064
1.7794876
1.7794601
1.7794768
1.7794805
1.7794483
1.7795097
1.7794851
1.7794781
1.7794175
1.7794319
1.7794944
1.7794657
1.7795297
1.779468
1.7795088
1.7795129
1.7794986
1.7794945
1.7794889
1.779467
1.7795197
1.7795212
1.7794969
1.7794749
1.7794774
1.779474
1.7794964
1.7794966
1.7794858
1.7795157
1.779507
1.7794896
1.7795155
1.779504
1.7794956
1.7795001
1.7795118
1.7794739
1.7794836
1.7794994
1.7794592
1.7795227
1.7794662
1.7794826
1.7795163
1.7794667
1.7795215
1.7795061
1.7795091
1.7795033
1.779488
1.7795253
1.7795119
1.779521
1.7794735
1.779496
1.7795008
1.7795118
1.7794971
1.7795401
1.7795266
1.779533
1.7795134
1.7795113
1.7795395
1.779516
1.779503
1.7794641
1.7794789
1.7795348
1.7795198
1.7794769
1.7795134
1.7795277
1.7795427
1.7795243
1.7795249
1.779507
1.7795026
1.7795385
1.7795264
1.7795104
1.7795289
1.7795293
1.77949
1.7795202
1.7795094
1.779514
1.7794832
1.7794735
1.7795206
1.7795423
1.7795026
1.7795506
1.7795253
1.7795151
1.7795146
1.7795271
1.7795072
1.779489
1.7794384
1.7795097
1.7795218
1.7795242
1.7794702
1.7795335
1.7795386
1.7794611
1.7794762
1.7795508
1.7794927
1.7795266
1.7794816
1.7795135
1.7795297
1.7794865
1.7794777
1.7795277
1.7794969
1.7794919
1.7794766
1.7795331
1.7794858
1.7794884
1.7795241
1.7795302
1.7795107
1.7794844
1.7795217
1.7795352
1.7795029
1.7795129
1.7794602
1.7795489
1.7795205
1.7795272
1.7795175
1.7795241
1.7795317
1.7795326
1.7795044
1.7795142
1.7795159
1.779479
1.7795416
1.7795347
1.7794936
1.7794977
1.7795041
1.7795258
1.779463
1.7795088
1.7795272
1.7794683
1.7795016
1.779414
1.7795061
1.7795378
1.7794873
1.7794839
1.7794645
1.7795187
1.7795354
1.7795126
1.7795067
1.7795401
1.7795528
1.779484
1.7795076
1.7794776
1.7795173
1.7795109
1.7795225
1.7795568
1.7794766
1.7795409
1.7794818
1.7795128
1.7794921
1.7794821
1.7795244
1.7795396
1.7794665
1.7794675
1.7795013
1.7795048
1.779488
1.7794523
1.7794822
1.7795417
1.7795284
1.7795324
