z
0.76494455
0.7650579
0.765053
0.7649144
0.76505035
0.76511246
0.76500237
0.7649414
0.7649409
0.7650506
0.7651176
0.76492786
0.76511157
0.76502424
0.7649502
0.7650303
0.76509756
0.7649426
0.76506007
0.76517284
0.76505667
0.7650389
0.7650452
0.76510555
0.76505274
0.765046
0.7647987
0.7650532
0.764956
0.7650392
0.76507133
0.76503336
0.76503235
0.7650515
0.7650437
0.76500225
0.765047
0.76488614
0.7649415
0.7650586
0.76502365
0.76493603
0.7649601
0.7649498
0.76503867
0.76503927
0.76502836
0.76490337
0.7650366
0.76500607
0.7650281
0.76491445
0.7650494
0.76504624
0.76506746
0.7649961
0.7650368
0.76501906
0.76505107
0.765036
0.76505876
0.7650473
0.7650416
0.7651164
0.7650463
0.76485133
0.76503253
0.76506037
0.76505387
0.76503676
0.7651529
0.7651071
0.7650385
0.7650635
0.7649175
0.7650983
0.7650352
0.7650598
0.7650399
0.76503056
0.7650511
0.76497555
0.76503515
0.7650291
0.7651207
0.7650489
0.76494277
0.7650446
0.7650085
0.7648943
0.76512873
0.7650222
0.7650294
0.7648169
0.7649869
0.7649313
0.7651421
0.7651308
0.7650121
0.76505274
0.76501757
0.76500386
0.7649361
0.76494765
0.7649462
0.7649392
0.76505464
0.76505053
0.7649205
0.7650276
0.7650276
0.76504534
0.76503015
0.7649467
0.7650521
0.7650671
0.76493764
0.76504225
0.76505685
0.76504576
0.7650369
0.7647772
0.7650227
0.7649322
0.76507026
0.7649361
0.7649567
0.7651366
0.76490486
0.76504904
0.7650697
0.76504123
0.76494914
0.7650256
0.76495004
0.76493275
0.7650477
0.7651415
0.7650745
0.76493686
0.765092
0.7651168
0.7650606
0.7650673
0.76504844
0.76503015
0.76512796
0.7651172
0.76507354
0.7649527
0.7649182
0.7650494
0.7650284
0.7649418
0.76505184
0.7650466
0.7650576
0.7650799
0.7648172
0.7649565
0.76495546
0.7650472
0.7650502
0.76503456
0.76504254
0.76503646
0.7650431
0.76505166
0.7651345
0.76493335
0.76489806
0.7648932
0.76503366
0.76502824
0.7650298
0.76501006
0.7650547
0.7650453
0.7650406
0.7649582
0.7649397
0.76494646
0.7649492
0.76501393
0.7650405
0.76492006
0.7649979
0.7650446
0.7649274
0.7650383
0.76506877
0.76491535
0.76500267
0.7649495
0.76479125
0.76494485
0.7649191
0.7650132
0.76505584
0.7650341
0.76505804
0.7650576
0.76503515
0.7650759
0.7649426
0.7651315
0.76496315
0.76505554
0.7649689
0.76505464
0.7650559
0.7650297
0.76503736
0.7650608
0.7650632
0.76496416
0.76505136
0.76502293
0.76510537
0.765119
0.7651025
0.7650641
0.76511186
0.7650659
0.7650401
0.7650432
0.7650607
0.7650485
0.76503134
0.7651159
0.7651249
0.76494175
0.7650348
0.76494396
0.76505625
0.7650356
0.7651603
0.7650587
0.7649372
0.76495713
0.76489925
0.76505584
0.7651478
0.76510024
0.7650469
0.7650783
0.76503026
0.76490045
0.76503354
0.76503354
0.76504284
0.76506156
0.7651213
0.76521313
0.765064
0.7650557
0.76493526
0.76505286
0.7651009
0.7650904
0.7649566
0.7649498
0.76505333
0.7650396
0.76505107
0.76501364
0.7651013
0.76503265
0.765062
0.7648111
0.76513696
0.7649022
0.76503736
0.7650336
0.7649503
0.76513964
0.76498246
0.76504296
0.7649378
0.7650646
0.7650581
0.7650754
0.7649426
0.76486295
0.76502323
0.764945
0.7650563
0.7650294
0.76500076
0.76493466
0.7650495
0.765019
0.76507556
0.7650371
0.7650795
0.76494646
0.7650424
0.7650564
0.76500964
0.76494706
0.7650617
0.7650534
0.76486176
0.7650407
0.7648924
0.76511794
0.7651139
0.765021
0.7650478
0.76490223
0.7650565
0.7651105
0.7651015
0.76506007
0.7650392
0.7650502
0.7650473
0.7649071
0.76504445
0.7650448
0.76493067
0.7650764
0.7651019
0.7649257
0.7651034
0.764943
0.76509786
0.7650481
0.764946
0.76495963
0.7650417
0.7650753
0.765026
0.7650614
0.7650205
0.76504195
0.76502794
0.7650338
0.7650664
0.7651093
0.7648025
0.7649866
0.7646406
0.7648985
0.76510346
0.76506835
0.7649494
0.7648147
0.76500934
0.76503766
0.7650858
0.76498616
0.76501507
0.7650451
0.76509225
0.76501626
0.76510864
0.7650131
0.7650881
0.76510257
0.7649549
0.7650213
0.76495177
0.76502836
0.76506525
0.76494235
0.7650562
0.7650473
0.76502514
0.76480895
0.7650591
0.7650082
0.7650405
0.76492244
0.76505524
0.76500684
0.76495415
0.765097
0.76502836
0.7651098
0.765051
0.76504713
0.76493466
0.76493424
0.7650552
0.7650395
0.7648937
0.7650654
0.76503164
0.764939
0.7648917
0.7649388
0.765058
0.76505876
0.7650339
0.76506263
0.7649369
0.7650435
0.7648318
0.7650195
0.7650488
0.7650649
0.7649953
0.7650361
0.76512426
0.7649432
0.7651079
0.7650317
0.76505643
0.76503193
0.7651078
0.7650364
0.7649106
0.7650219
0.7651329
0.76503044
0.76491797
0.76508003
0.7651031
0.7649414
0.7650443
0.7651448
0.76503694
0.76511157
0.7650505
0.7650506
0.76504695
0.7650515
0.765101
0.7649491
0.7650666
0.76505727
0.7651017
0.7649944
0.76494914
0.7648904
0.7650196
0.7650318
0.7650684
0.7651222
0.7649506
0.7651184
0.765134
0.76509744
0.76494926
0.7650642
0.7650611
0.76503676
0.7649245
0.7650332
0.76503354
0.7650891
0.7649268
0.76494706
0.76504034
0.765043
0.76503664
0.7650452
0.7649213
0.7650497
0.7648879
0.76509535
0.7650218
0.7650535
0.7651079
0.765041
0.7651345
0.7651273
0.7650364
0.76506346
0.76509756
0.7649992
0.7649474
0.76491654
0.764903
0.76504785
0.76507497
0.76501596
0.7650435
0.7649472
0.7650415
0.76505965
0.76504594
0.76504886
0.7650205
0.76510245
0.76510704
0.7650445
0.7650519
0.76495826
0.76502776
0.76502544
0.7651147
0.76494634
0.76506686
0.76504254
0.7650381
0.76506466
0.7650125
0.76496184
0.7651202
0.76512545
0.7649458
0.7649452
0.7650518
0.7650004
0.7650408
0.76511264
0.7651085
0.7649363
0.7649934
0.7650706
0.7649868
0.7649955
0.76502395
0.7650449
0.76494426
0.7650439
0.76504594
0.7650529
0.7649904
0.7651073
0.76503485
0.7650493
0.7650473
0.7649381
0.76504433
0.7650572
0.76503724
0.7651181
0.7650658
0.76503456
0.76493853
0.7650667
0.76502734
0.7650505
0.7647897
0.7649644
0.76504785
0.76503426
0.7650586
0.76505834
0.7650594
0.76504636
0.7650468
0.76505643
0.76506215
0.76504606
0.7650423
0.765103
0.76505935
0.7650527
0.7650359
0.7650419
0.7650126
0.76507026
0.76505506
0.7651173
0.76505035
0.764915
0.76504326
0.76506877
0.765171
0.7651523
0.76491666
0.7650673
0.76491207
0.76511306
0.7650332
0.7650543
0.76505667
0.7650516
0.76503485
0.7650818
0.7650686
0.7650598
0.76494306
0.7649561
0.76504594
0.76511335
0.76492447
0.76502573
0.7651114
0.7650627
0.76502544
0.7650948
0.7650561
0.76505196
0.765051
0.7650446
0.76509744
0.7649099
0.7649506
0.76509476
0.7650275
0.76510715
0.76495534
0.765217
0.7650324
0.76504064
0.7650281
0.76481426
0.7651261
0.76504064
0.7650949
0.7651264
0.76503444
0.7650262
0.7650512
0.76504695
0.76504654
0.76497966
0.7650612
0.7650537
0.765067
0.7650444
0.76498556
0.765042
0.7651343
0.76501024
0.7649384
0.764946
0.7650643
0.76502526
0.76504433
0.7650494
0.76504356
0.7650506
0.7650314
0.7647723
0.7651152
0.7648942
0.7650426
0.7648917
0.7651718
0.7650369
0.7650423
0.76504004
0.7650409
0.7651124
0.76505345
0.76505685
0.7650463
0.7650413
0.7650666
0.764949
0.7650513
0.76504487
0.7650428
0.7650302
0.76505315
0.7650375
0.76504815
0.76506764
0.7650551
0.7648946
0.7651451
0.7650743
0.76503706
0.7648806
0.7650562
0.76503134
0.7650695
0.76482636
0.7651185
0.7650468
0.7650391
0.7650379
0.7649451
0.76485944
0.7650608
0.7650442
0.7650323
0.76502985
0.7651135
0.7651333
0.7651236
0.76504976
0.76502174
0.7650389
0.76505435
0.7649456
0.7650389
0.76490813
0.764949
0.76505935
0.7650631
0.76504904
0.765126
0.7649054
0.7651073
0.76504076
0.76504415
0.765168
0.7649485
0.7650284
0.76506305
0.76504683
0.76494104
0.7650421
0.7648899
0.7650426
0.7650188
0.7650572
0.7650569
0.76505417
0.7650577
0.76504195
0.7648948
0.7650625
0.7650159
0.76504666
0.76504457
0.7650386
0.76496255
0.76521116
0.7649091
0.7650172
0.76503325
0.7648685
0.76488805
0.7650421
0.7650965
0.765011
0.765053
0.7650444
0.7650475
0.76504403
0.76511306
0.7650506
0.7650224
0.7650449
0.7650273
0.7650515
0.76505405
0.76489264
0.76502174
0.76507115
0.7650398
0.7650419
0.76502955
0.7649919
0.76505715
0.7650437
0.76490974
0.7649256
0.7650675
0.76513624
0.7650456
0.7651179
0.7650154
0.7649324
0.76505375
0.7650693
0.7651149
0.76502913
0.7650852
0.7650577
0.76506066
0.7650313
0.7649418
0.76495534
0.7651353
0.7650308
0.76503015
0.76504844
0.76504403
0.76504153
0.7651347
0.7650394
0.7649605
0.7650507
0.7650459
0.7649528
0.76510763
0.76493937
0.7650823
0.7650461
0.76502395
0.7650415
0.7649307
0.7650331
0.7650314
0.76509815
0.76505953
0.7649444
0.7650414
0.7651299
0.76491004
0.7650452
0.7649574
0.76489115
0.765031
0.76504004
0.7650228
0.76506114
0.765064
0.7650497
0.7650441
0.7650421
0.7647957
0.76504123
0.7650527
0.76505005
0.76496935
0.7650684
0.7651144
0.76490414
0.76504064
0.7650221
0.76520026
0.7648624
0.7650795
0.7650729
0.7650332
0.7649325
0.76508933
0.76504797
0.76512873
0.7650427
0.76504976
0.7650435
0.7650375
0.76504076
0.7650682
0.76503444
0.76495475
0.76505065
0.7649102
0.7649516
0.76506
0.76505524
0.7650527
0.76511633
0.7650466
0.7650516
0.7649477
0.7650728
0.76496345
0.7650116
0.76505685
0.7649783
0.7650686
0.7650642
0.76494884
0.7650478
0.7650544
0.7650433
0.76510024
0.7650428
0.76496166
0.76504314
0.76505494
0.76506317
0.76494724
0.76509815
0.76510495
0.7650182
0.7651188
0.7649527
0.76494914
0.7650218
0.7651161
0.7651066
0.7650576
0.76493704
0.7650366
0.76507455
0.7648005
0.7650294
0.7650282
0.7650344
0.7650382
0.76492035
0.7651194
0.7650523
0.76496464
0.7650401
0.7650789
0.7651098
0.76507264
0.7651117
0.76493686
0.76505977
0.7650556
0.7650619
0.7650234
0.76494896
0.7651222
0.76492375
0.7651049
0.7648269
0.76504135
0.76504695
0.7650383
0.7650568
0.76488346
0.7650988
0.7650566
0.7649465
0.76504
0.7651946
0.7650656
0.76503897
0.7651333
0.76505417
0.7649899
0.76495224
0.76520604
0.76492554
0.7650558
0.76506186
0.76504135
0.76512367
0.7650433
0.7651147
0.7650083
0.7650388
0.76506007
0.7651044
0.76494753
0.76504606
0.7650627
0.7651867
0.7649257
0.76505136
0.76505584
0.765042
0.7649901
0.7649515
0.76489246
0.7650647
0.7649454
0.7651009
0.76504904
0.76504296
0.7650445
0.76505625
0.7650553
0.7650537
0.76511866
0.76510346
0.76504153
0.7650554
0.7649355
0.7650547
0.7650506
0.76503706
0.76513904
0.7648903
0.76504
0.7650352
0.7650381
0.76489925
0.7650349
0.76504207
0.7650546
0.765049
0.7650379
0.76492536
0.7650522
0.76512814
0.7648738
0.7649387
0.7650592
0.7650528
0.7651216
0.7650512
0.765041
0.76505375
0.7650335
0.76501584
0.7649193
0.7650376
0.7650703
0.7650355
0.7651263
0.76504606
0.76503474
0.7650364
0.76505977
0.7651137
0.7649329
0.76504743
0.76511276
0.76502377
0.76504296
0.7650455
0.76505315
0.76510674
0.76504195
0.76503235
0.7650532
0.7650544
0.765032
0.7650168
0.76503146
0.7650464
0.765039
0.7649477
0.7650149
0.7650469
0.76503974
0.76488715
0.7649548
0.76503617
0.7648862
0.76504683
0.7650339
0.7650538
0.7650556
0.76513135
0.7649399
0.7650716
0.7651106
0.76505095
0.764901
0.7650497
0.76503843
0.7650149
0.7651324
0.7651183
0.76509875
0.7649673
0.76504225
0.7649469
0.7650523
0.7649571
0.76506144
0.7648953
0.7650409
